,Fold selected features,Fold nb of features
Fold 0,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 1,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 2,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 3,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 4,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'Frequency']",6
Fold 5,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 6,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 7,"['MAPKAPK2', 'NFkB', 'CREB', 'S6', 'Frequency']",5
Fold 8,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 9,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 10,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 11,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 12,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 13,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 14,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 15,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 16,"['MAPKAPK2', 'NFkB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 17,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 18,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 19,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 20,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 21,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 22,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 23,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 24,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 25,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 26,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 27,"['MAPKAPK2', 'NFkB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 28,"['MAPKAPK2', 'NFkB', 'CREB', 'S6', 'Frequency']",5
Fold 29,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 30,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 31,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 32,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 33,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 34,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 35,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'Frequency']",6
Fold 36,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 37,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 38,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 39,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 40,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 41,"['MAPKAPK2', 'NFkB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 42,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 43,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 44,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 45,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 46,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 47,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 48,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 49,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 50,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 51,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 52,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 53,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 54,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 55,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 56,"['MAPKAPK2', 'NFkB', 'CREB', 'S6', 'Frequency']",5
Fold 57,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 58,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 59,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'Frequency']",6
Fold 60,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 61,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 62,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 63,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'Frequency']",6
Fold 64,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 65,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 66,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 67,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 68,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 69,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 70,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 71,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 72,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 73,"['MAPKAPK2', 'NFkB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 74,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 75,"['MAPKAPK2', 'NFkB', 'CREB', 'S6', 'Frequency']",5
Fold 76,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 77,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 78,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 79,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 80,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 81,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 82,"['MAPKAPK2', 'STAT3', 'S6', 'IkB', 'Frequency']",5
Fold 83,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 84,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 85,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 86,"['MAPKAPK2', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 87,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 88,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 89,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 90,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 91,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'Frequency']",6
Fold 92,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 93,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 94,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 95,"['MAPKAPK2', 'NFkB', 'STAT3', 'S6', 'IkB', 'Frequency']",6
Fold 96,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 97,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 98,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 99,"['MAPKAPK2', 'NFkB', 'CREB', 'S6', 'Frequency']",5
Fold 100,"['MAPKAPK2', 'NFkB', 'CREB', 'S6', 'Frequency']",5
Fold 101,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
Fold 102,"['MAPKAPK2', 'NFkB', 'CREB', 'STAT3', 'S6', 'IkB', 'Frequency']",7
