,C'=' 0.013,C'=' 0.161,C'=' 0.308,C'=' 0.456,C'=' 0.603,C'=' 0.750,C'=' 0.898,C'=' 1.045,C'=' 1.192,C'=' 1.340
AARSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAN,0.0,0.0,0.0,0.001,0.002,0.002,0.002,0.002,0.002,0.002
ACE2,0.0,0.003,0.01,0.011,0.012,0.015,0.018,0.017,0.016,0.015
ACOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACP5,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.001
ACP6,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.004
ACTA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACY1,0.0,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.003
ADA,0.0,0.001,0.005,0.009,0.011,0.011,0.012,0.013,0.015,0.014
ADA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
ADAM15,0.0,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.002
ADAM22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM23,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.001
ADAM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS13,0.0,0.003,0.007,0.007,0.006,0.007,0.009,0.01,0.007,0.01
ADAMTS15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS16,0.0,0.002,0.002,0.003,0.003,0.003,0.005,0.005,0.005,0.005
ADAMTS8,0.0,0.0,0.0,0.0,0.002,0.003,0.002,0.002,0.001,0.002
ADCYAP1R1,0.0,0.0,0.0,0.003,0.006,0.011,0.013,0.018,0.018,0.017
ADGRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRG1,0.0,0.001,0.004,0.01,0.012,0.012,0.016,0.017,0.018,0.018
ADGRG2,0.0,0.029,0.06,0.069,0.075,0.079,0.083,0.079,0.086,0.092
ADH4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADM,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.002
AFP,0.0,0.0,0.009,0.015,0.018,0.027,0.027,0.032,0.032,0.038
AGER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
